"Plot Title: 10CM-190501"
"#","Date Time, GMT-05:00","K-Type, °C (LGR S/N: 2247366, SEN S/N: 2247366)","Started (LGR S/N: 2247366)","Button Down (LGR S/N: 2247366)","Button Up (LGR S/N: 2247366)","Host Connected (LGR S/N: 2247366)","Stopped (LGR S/N: 2247366)","End Of File (LGR S/N: 2247366)"
1,05/01/19 08:33:58 AM,42.97,Logged,,,,,
2,05/01/19 08:33:59 AM,30.68,,,,,,
3,05/01/19 08:34:00 AM,24.98,,,,,,
4,05/01/19 08:34:01 AM,24.98,,,,,,
5,05/01/19 08:34:02 AM,24.98,,,,,,
6,05/01/19 08:34:03 AM,22.29,,,,,,
7,05/01/19 08:34:04 AM,23.64,,,,,,
8,05/01/19 08:34:05 AM,23.30,,,,,,
9,05/01/19 08:34:06 AM,24.31,,,,,,
10,05/01/19 08:34:07 AM,24.65,,,,,,
11,05/01/19 08:34:08 AM,22.63,,,,,,
12,05/01/19 08:34:09 AM,26.33,,,,,,
13,05/01/19 08:34:10 AM,22.63,,,,,,
14,05/01/19 08:34:11 AM,23.98,,,,,,
15,05/01/19 08:34:12 AM,24.65,,,,,,
16,05/01/19 08:34:13 AM,23.30,,,,,,
17,05/01/19 08:34:14 AM,23.64,,,,,,
18,05/01/19 08:34:15 AM,23.30,,,,,,
19,05/01/19 08:34:16 AM,23.64,,,,,,
20,05/01/19 08:34:17 AM,23.64,,,,,,
21,05/01/19 08:34:18 AM,23.64,,,,,,
22,05/01/19 08:34:19 AM,23.64,,,,,,
23,05/01/19 08:34:20 AM,23.98,,,,,,
24,05/01/19 08:34:21 AM,23.98,,,,,,
25,05/01/19 08:34:22 AM,23.98,,,,,,
26,05/01/19 08:34:23 AM,23.98,,,,,,
27,05/01/19 08:34:24 AM,23.98,,,,,,
28,05/01/19 08:34:25 AM,23.98,,,,,,
29,05/01/19 08:34:26 AM,23.30,,,,,,
30,05/01/19 08:34:27 AM,18.58,,,,,,
31,05/01/19 08:34:28 AM,26.33,,,,,,
32,05/01/19 08:34:29 AM,25.99,,,,,,
33,05/01/19 08:34:30 AM,22.97,,,,,,
34,05/01/19 08:34:31 AM,23.30,,,,,,
35,05/01/19 08:34:32 AM,23.30,,,,,,
36,05/01/19 08:34:33 AM,23.64,,,,,,
37,05/01/19 08:34:34 AM,23.64,,,,,,
38,05/01/19 08:34:35 AM,23.98,,,,,,
39,05/01/19 08:34:36 AM,23.64,,,,,,
40,05/01/19 08:34:37 AM,23.64,,,,,,
41,05/01/19 08:34:38 AM,23.64,,,,,,
42,05/01/19 08:34:39 AM,23.64,,,,,,
43,05/01/19 08:34:40 AM,23.98,,,,,,
44,05/01/19 08:34:41 AM,23.98,,,,,,
45,05/01/19 08:34:42 AM,23.64,,,,,,
46,05/01/19 08:34:43 AM,23.64,,,,,,
47,05/01/19 08:34:44 AM,23.64,,,,,,
48,05/01/19 08:34:45 AM,23.64,,,,,,
49,05/01/19 08:34:46 AM,23.64,,,,,,
50,05/01/19 08:34:47 AM,23.98,,,,,,
51,05/01/19 08:34:48 AM,23.98,,,,,,
52,05/01/19 08:34:49 AM,23.64,,,,,,
53,05/01/19 08:34:50 AM,23.64,,,,,,
54,05/01/19 08:34:51 AM,23.64,,,,,,
55,05/01/19 08:34:52 AM,23.98,,,,,,
56,05/01/19 08:34:53 AM,23.64,,,,,,
57,05/01/19 08:34:54 AM,23.30,,,,,,
58,05/01/19 08:34:55 AM,23.98,,,,,,
59,05/01/19 08:34:56 AM,23.64,,,,,,
60,05/01/19 08:34:57 AM,23.64,,,,,,
61,05/01/19 08:34:58 AM,23.98,,,,,,
62,05/01/19 08:34:59 AM,23.98,,,,,,
63,05/01/19 08:35:00 AM,23.98,,,,,,
64,05/01/19 08:35:01 AM,23.64,,,,,,
65,05/01/19 08:35:02 AM,23.30,,,,,,
66,05/01/19 08:35:03 AM,23.30,,,,,,
67,05/01/19 08:35:04 AM,23.64,,,,,,
68,05/01/19 08:35:05 AM,34.34,,,,,,
69,05/01/19 08:35:06 AM,31.68,,,,,,
70,05/01/19 08:35:07 AM,21.96,,,,,,
71,05/01/19 08:35:08 AM,22.63,,,,,,
72,05/01/19 08:35:09 AM,23.64,,,,,,
73,05/01/19 08:35:10 AM,23.64,,,,,,
74,05/01/19 08:35:11 AM,23.98,,,,,,
75,05/01/19 08:35:12 AM,24.31,,,,,,
76,05/01/19 08:35:13 AM,23.98,,,,,,
77,05/01/19 08:35:14 AM,23.98,,,,,,
78,05/01/19 08:35:15 AM,23.98,,,,,,
79,05/01/19 08:35:16 AM,23.98,,,,,,
80,05/01/19 08:35:17 AM,23.98,,,,,,
81,05/01/19 08:35:18 AM,23.98,,,,,,
82,05/01/19 08:35:19 AM,23.98,,,,,,
83,05/01/19 08:35:20 AM,23.98,,,,,,
84,05/01/19 08:35:21 AM,23.98,,,,,,
85,05/01/19 08:35:22 AM,23.98,,,,,,
86,05/01/19 08:35:23 AM,23.98,,,,,,
87,05/01/19 08:35:24 AM,23.98,,,,,,
88,05/01/19 08:35:25 AM,23.64,,,,,,
89,05/01/19 08:35:26 AM,23.64,,,,,,
90,05/01/19 08:35:27 AM,23.98,,,,,,
91,05/01/19 08:35:28 AM,23.98,,,,,,
92,05/01/19 08:35:29 AM,23.64,,,,,,
93,05/01/19 08:35:30 AM,23.98,,,,,,
94,05/01/19 08:35:31 AM,23.64,,,,,,
95,05/01/19 08:35:32 AM,23.98,,,,,,
96,05/01/19 08:35:33 AM,23.98,,,,,,
97,05/01/19 08:35:34 AM,23.98,,,,,,
98,05/01/19 08:35:35 AM,23.64,,,,,,
99,05/01/19 08:35:36 AM,23.98,,,,,,
100,05/01/19 08:35:37 AM,23.98,,,,,,
101,05/01/19 08:35:38 AM,23.98,,,,,,
102,05/01/19 08:35:39 AM,23.64,,,,,,
103,05/01/19 08:35:40 AM,23.98,,,,,,
104,05/01/19 08:35:41 AM,23.98,,,,,,
105,05/01/19 08:35:42 AM,23.64,,,,,,
106,05/01/19 08:35:43 AM,23.98,,,,,,
107,05/01/19 08:35:44 AM,23.98,,,,,,
108,05/01/19 08:35:45 AM,23.98,,,,,,
109,05/01/19 08:35:46 AM,23.98,,,,,,
110,05/01/19 08:35:47 AM,23.98,,,,,,
111,05/01/19 08:35:48 AM,23.98,,,,,,
112,05/01/19 08:35:49 AM,23.98,,,,,,
113,05/01/19 08:35:50 AM,23.98,,,,,,
114,05/01/19 08:35:51 AM,23.98,,,,,,
115,05/01/19 08:35:52 AM,23.98,,,,,,
116,05/01/19 08:35:53 AM,23.64,,,,,,
117,05/01/19 08:35:54 AM,23.98,,,,,,
118,05/01/19 08:35:55 AM,23.98,,,,,,
119,05/01/19 08:35:56 AM,23.64,,,,,,
120,05/01/19 08:35:57 AM,23.64,,,,,,
121,05/01/19 08:35:58 AM,23.98,,,,,,
122,05/01/19 08:35:59 AM,23.64,,,,,,
123,05/01/19 08:36:00 AM,23.98,,,,,,
124,05/01/19 08:36:01 AM,23.98,,,,,,
125,05/01/19 08:36:02 AM,23.98,,,,,,
126,05/01/19 08:36:03 AM,23.98,,,,,,
127,05/01/19 08:36:04 AM,23.98,,,,,,
128,05/01/19 08:36:05 AM,23.98,,,,,,
129,05/01/19 08:36:06 AM,23.98,,,,,,
130,05/01/19 08:36:07 AM,23.98,,,,,,
131,05/01/19 08:36:08 AM,23.64,,,,,,
132,05/01/19 08:36:09 AM,23.98,,,,,,
133,05/01/19 08:36:10 AM,23.64,,,,,,
134,05/01/19 08:36:11 AM,23.98,,,,,,
135,05/01/19 08:36:12 AM,23.98,,,,,,
136,05/01/19 08:36:13 AM,23.98,,,,,,
137,05/01/19 08:36:14 AM,23.98,,,,,,
138,05/01/19 08:36:15 AM,23.98,,,,,,
139,05/01/19 08:36:16 AM,23.98,,,,,,
140,05/01/19 08:36:17 AM,23.98,,,,,,
141,05/01/19 08:36:18 AM,23.98,,,,,,
142,05/01/19 08:36:19 AM,23.98,,,,,,
143,05/01/19 08:36:20 AM,23.98,,,,,,
144,05/01/19 08:36:21 AM,23.98,,,,,,
145,05/01/19 08:36:22 AM,23.98,,,,,,
146,05/01/19 08:36:23 AM,23.98,,,,,,
147,05/01/19 08:36:24 AM,23.98,,,,,,
148,05/01/19 08:36:25 AM,23.98,,,,,,
149,05/01/19 08:36:26 AM,23.98,,,,,,
150,05/01/19 08:36:27 AM,23.98,,,,,,
151,05/01/19 08:36:28 AM,23.98,,,,,,
152,05/01/19 08:36:29 AM,23.64,,,,,,
153,05/01/19 08:36:30 AM,23.98,,,,,,
154,05/01/19 08:36:31 AM,23.98,,,,,,
155,05/01/19 08:36:32 AM,23.98,,,,,,
156,05/01/19 08:36:33 AM,23.98,,,,,,
157,05/01/19 08:36:34 AM,23.98,,,,,,
158,05/01/19 08:36:35 AM,23.98,,,,,,
159,05/01/19 08:36:36 AM,23.98,,,,,,
160,05/01/19 08:36:37 AM,23.64,,,,,,
161,05/01/19 08:36:38 AM,23.64,,,,,,
162,05/01/19 08:36:39 AM,23.98,,,,,,
163,05/01/19 08:36:40 AM,23.64,,,,,,
164,05/01/19 08:36:41 AM,23.98,,,,,,
165,05/01/19 08:36:42 AM,23.98,,,,,,
166,05/01/19 08:36:43 AM,23.98,,,,,,
167,05/01/19 08:36:44 AM,23.98,,,,,,
168,05/01/19 08:36:45 AM,23.98,,,,,,
169,05/01/19 08:36:46 AM,23.98,,,,,,
170,05/01/19 08:36:47 AM,23.98,,,,,,
171,05/01/19 08:36:48 AM,23.98,,,,,,
172,05/01/19 08:36:49 AM,24.31,,,,,,
173,05/01/19 08:36:50 AM,23.98,,,,,,
174,05/01/19 08:36:51 AM,23.98,,,,,,
175,05/01/19 08:36:52 AM,23.98,,,,,,
176,05/01/19 08:36:53 AM,23.98,,,,,,
