"Plot Title: 10CM-190506"
"#","Date Time, GMT-05:00","K-Type, °C (LGR S/N: 2247366, SEN S/N: 2247366)","Started (LGR S/N: 2247366)","Button Down (LGR S/N: 2247366)","Button Up (LGR S/N: 2247366)","Host Connected (LGR S/N: 2247366)","Stopped (LGR S/N: 2247366)","End Of File (LGR S/N: 2247366)"
1,05/06/19 09:30:29 AM,47.25,Logged,,,,,
2,05/06/19 09:30:30 AM,33.01,,,,,,
3,05/06/19 09:30:31 AM,27.00,,,,,,
4,05/06/19 09:30:32 AM,24.98,,Logged,,,,
5,05/06/19 09:30:33 AM,24.65,,,,,,
6,05/06/19 09:30:34 AM,23.98,,,,,,
7,05/06/19 09:30:35 AM,23.98,,,,,,
8,05/06/19 09:30:36 AM,23.98,,,,,,
9,05/06/19 09:30:37 AM,23.98,,,,,,
10,05/06/19 09:30:38 AM,23.98,,,,,,
11,05/06/19 09:30:39 AM,23.98,,,,,,
12,05/06/19 09:30:40 AM,23.98,,,,,,
13,05/06/19 09:30:41 AM,23.98,,,,,,
14,05/06/19 09:30:42 AM,24.31,,,,,,
15,05/06/19 09:30:43 AM,23.98,,,,,,
16,05/06/19 09:30:44 AM,23.98,,,,,,
17,05/06/19 09:30:45 AM,23.98,,,,,,
18,05/06/19 09:30:46 AM,23.98,,,,,,
19,05/06/19 09:30:47 AM,23.98,,,,,,
20,05/06/19 09:30:48 AM,23.98,,,,,,
21,05/06/19 09:30:49 AM,23.98,,,,,,
22,05/06/19 09:30:50 AM,23.98,,,,,,
23,05/06/19 09:30:51 AM,24.31,,,,,,
24,05/06/19 09:30:52 AM,23.98,,,,,,
25,05/06/19 09:30:53 AM,23.98,,,,,,
26,05/06/19 09:30:54 AM,23.98,,,,,,
27,05/06/19 09:30:55 AM,23.98,,,,,,
28,05/06/19 09:30:56 AM,23.98,,,,,,
29,05/06/19 09:30:57 AM,23.98,,,,,,
30,05/06/19 09:30:58 AM,23.98,,,,,,
31,05/06/19 09:30:59 AM,23.98,,,,,,
32,05/06/19 09:31:00 AM,24.31,,,,,,
33,05/06/19 09:31:01 AM,23.98,,,,,,
34,05/06/19 09:31:02 AM,23.98,,,,,,
35,05/06/19 09:31:03 AM,24.31,,,,,,
