"Plot Title: 0CM-190426"
"#","Date Time, GMT-05:00","K-Type, °C (LGR S/N: 1282986, SEN S/N: 1282986)","Started (LGR S/N: 1282986)","Button Down (LGR S/N: 1282986)","Button Up (LGR S/N: 1282986)","Host Connected (LGR S/N: 1282986)","Stopped (LGR S/N: 1282986)","End Of File (LGR S/N: 1282986)"
1,04/26/19 11:48:27 AM,16.90,Logged,,,,,
2,04/26/19 11:48:28 AM,17.23,,,,,,
3,04/26/19 11:48:29 AM,16.90,,,,,,
4,04/26/19 11:48:30 AM,16.90,,,,,,
5,04/26/19 11:48:31 AM,16.90,,,,,,
6,04/26/19 11:48:32 AM,16.90,,,,,,
7,04/26/19 11:48:33 AM,16.90,,,,,,
8,04/26/19 11:48:34 AM,16.90,,,,,,
9,04/26/19 11:48:35 AM,16.90,,,,,,
10,04/26/19 11:48:36 AM,16.90,,,,,,
11,04/26/19 11:48:37 AM,16.90,,,,,,
12,04/26/19 11:48:38 AM,16.90,,,,,,
13,04/26/19 11:48:39 AM,16.90,,,,,,
14,04/26/19 11:48:40 AM,16.90,,,,,,
15,04/26/19 11:48:41 AM,16.90,,,,,,
16,04/26/19 11:48:42 AM,16.90,,,,,,
17,04/26/19 11:48:43 AM,16.90,,,,,,
18,04/26/19 11:48:44 AM,16.90,,Logged,,,,
19,04/26/19 11:48:45 AM,16.90,,,,,,
20,04/26/19 11:48:46 AM,16.90,,,,,,
21,04/26/19 11:48:47 AM,16.90,,,,,,
22,04/26/19 11:48:48 AM,16.90,,,,,,
23,04/26/19 11:48:49 AM,16.90,,,,,,
24,04/26/19 11:48:50 AM,16.90,,,Logged,,,
25,04/26/19 11:48:51 AM,16.90,,,,,,
26,04/26/19 11:48:52 AM,16.90,,Logged,,,,
27,04/26/19 11:48:53 AM,17.23,,,,,,
28,04/26/19 11:48:54 AM,16.90,,,,,,
29,04/26/19 11:48:55 AM,16.90,,,Logged,,,
30,04/26/19 11:48:56 AM,17.23,,,,,,
31,04/26/19 11:48:57 AM,16.90,,,,,,
32,04/26/19 11:48:58 AM,17.23,,,,,,
33,04/26/19 11:48:59 AM,16.90,,,,,,
34,04/26/19 11:49:00 AM,16.90,,,,,,
35,04/26/19 11:49:01 AM,16.90,,,,,,
36,04/26/19 11:49:02 AM,16.90,,,,,,
37,04/26/19 11:49:03 AM,16.90,,,,,,
38,04/26/19 11:49:04 AM,16.90,,,,,,
39,04/26/19 11:49:05 AM,17.23,,,,,,
40,04/26/19 11:49:06 AM,16.90,,,,,,
41,04/26/19 11:49:07 AM,17.23,,,,,,
42,04/26/19 11:49:08 AM,17.23,,,,,,
43,04/26/19 11:49:09 AM,16.90,,,,,,
44,04/26/19 11:49:10 AM,16.90,,,,,,
45,04/26/19 11:49:11 AM,17.23,,,,,,
46,04/26/19 11:49:12 AM,16.90,,,,,,
47,04/26/19 11:49:13 AM,17.23,,,,,,
48,04/26/19 11:49:14 AM,16.90,,,,,,
49,04/26/19 11:49:15 AM,17.23,,,,,,
50,04/26/19 11:49:16 AM,16.90,,,,,,
51,04/26/19 11:49:17 AM,16.90,,,,,,
52,04/26/19 11:49:18 AM,17.23,,,,,,
53,04/26/19 11:49:19 AM,17.23,,,,,,
54,04/26/19 11:49:20 AM,16.90,,,,,,
55,04/26/19 11:49:21 AM,17.23,,,,,,
56,04/26/19 11:49:22 AM,17.23,,,,,,
57,04/26/19 11:49:23 AM,17.23,,,,,,
58,04/26/19 11:49:24 AM,17.23,,,,,,
59,04/26/19 11:49:25 AM,17.23,,,,,,
60,04/26/19 11:49:26 AM,17.23,,,,,,
61,04/26/19 11:49:27 AM,17.23,,,,,,
62,04/26/19 11:49:28 AM,17.23,,,,,,
63,04/26/19 11:49:29 AM,17.23,,,,,,
64,04/26/19 11:49:30 AM,17.23,,,,,,
65,04/26/19 11:49:31 AM,17.23,,,,,,
66,04/26/19 11:49:32 AM,17.23,,,,,,
67,04/26/19 11:49:33 AM,16.90,,,,,,
68,04/26/19 11:49:34 AM,17.23,,,,,,
69,04/26/19 11:49:35 AM,17.23,,,,,,
70,04/26/19 11:49:36 AM,17.23,,,,,,
71,04/26/19 11:49:37 AM,17.23,,,,,,
72,04/26/19 11:49:38 AM,17.23,,,,,,
73,04/26/19 11:49:39 AM,17.23,,,,,,
74,04/26/19 11:49:40 AM,17.23,,,,,,
75,04/26/19 11:49:41 AM,17.23,,,,,,
76,04/26/19 11:49:42 AM,17.23,,,,,,
77,04/26/19 11:49:43 AM,17.23,,,,,,
78,04/26/19 11:49:44 AM,17.23,,,,,,
79,04/26/19 11:49:45 AM,17.23,,,,,,
80,04/26/19 11:49:46 AM,17.23,,,,,,
81,04/26/19 11:49:47 AM,17.23,,,,,,
82,04/26/19 11:49:48 AM,17.23,,,,,,
83,04/26/19 11:49:49 AM,17.23,,,,,,
84,04/26/19 11:49:50 AM,17.23,,,,,,
85,04/26/19 11:49:51 AM,17.23,,,,,,
86,04/26/19 11:49:52 AM,17.23,,,,,,
87,04/26/19 11:49:53 AM,17.23,,,,,,
88,04/26/19 11:49:54 AM,17.23,,,,,,
89,04/26/19 11:49:55 AM,17.23,,,,,,
90,04/26/19 11:49:56 AM,17.23,,,,,,
91,04/26/19 11:49:57 AM,17.23,,,,,,
92,04/26/19 11:49:58 AM,17.23,,,,,,
