"Plot Title: 10CM-190426"
"#","Date Time, GMT-05:00","K-Type, °C (LGR S/N: 2247366, SEN S/N: 2247366)","Started (LGR S/N: 2247366)","Button Down (LGR S/N: 2247366)","Button Up (LGR S/N: 2247366)","Host Connected (LGR S/N: 2247366)","Stopped (LGR S/N: 2247366)","End Of File (LGR S/N: 2247366)"
1,04/26/19 09:53:52 AM,40.98,Logged,,,,,
2,04/26/19 09:53:53 AM,30.01,,,,,,
3,04/26/19 09:53:54 AM,26.33,,Logged,,,,
4,04/26/19 09:53:55 AM,24.98,,,Logged,,,
5,04/26/19 09:53:56 AM,25.32,,,,,,
6,04/26/19 09:53:57 AM,24.31,,,,,,
7,04/26/19 09:53:58 AM,23.98,,,,,,
8,04/26/19 09:53:59 AM,24.31,,,,,,
9,04/26/19 09:54:00 AM,23.30,,Logged,,,,
10,04/26/19 09:54:01 AM,24.65,,,,,,
11,04/26/19 09:54:02 AM,23.64,,,Logged,,,
12,04/26/19 09:54:03 AM,24.98,,Logged,,,,
13,04/26/19 09:54:04 AM,24.98,,,Logged,,,
14,04/26/19 09:54:05 AM,22.97,,,,,,
15,04/26/19 09:54:06 AM,24.65,,Logged,,,,
16,04/26/19 09:54:07 AM,23.64,,,Logged,,,
17,04/26/19 09:54:08 AM,23.98,,,,,,
18,04/26/19 09:54:09 AM,25.32,,,,,,
19,04/26/19 09:54:10 AM,24.98,,,,,,
20,04/26/19 09:54:11 AM,24.65,,,,,,
21,04/26/19 09:54:12 AM,24.65,,,,,,
22,04/26/19 09:54:13 AM,24.31,,,,,,
23,04/26/19 09:54:14 AM,23.30,,,,,,
24,04/26/19 09:54:15 AM,26.66,,Logged,,,,
25,04/26/19 09:54:16 AM,24.31,,,,,,
26,04/26/19 09:54:17 AM,23.98,,,Logged,,,
27,04/26/19 09:54:18 AM,15.54,,,,,,
28,04/26/19 09:54:19 AM,34.68,,,,,,
29,04/26/19 09:54:20 AM,12.83,,,,,,
30,04/26/19 09:54:21 AM,30.68,,,,,,
31,04/26/19 09:54:22 AM,22.63,,,,,,
32,04/26/19 09:54:23 AM,22.63,,,,,,
33,04/26/19 09:54:24 AM,25.99,,,,,,
34,04/26/19 09:54:25 AM,20.61,,,,,,
35,04/26/19 09:54:26 AM,24.31,,,,,,
36,04/26/19 09:54:27 AM,24.31,,,,,,
37,04/26/19 09:54:28 AM,24.98,,,,,,
38,04/26/19 09:54:29 AM,24.31,,,,,,
39,04/26/19 09:54:30 AM,24.31,,,,,,
40,04/26/19 09:54:31 AM,24.65,,,,,,
41,04/26/19 09:54:32 AM,25.32,,,,,,
42,04/26/19 09:54:33 AM,25.99,,,,,,
43,04/26/19 09:54:34 AM,24.31,,,,,,
44,04/26/19 09:54:35 AM,24.65,,,,,,
45,04/26/19 09:54:36 AM,23.98,,,,,,
46,04/26/19 09:54:37 AM,24.65,,,,,,
47,04/26/19 09:54:38 AM,24.65,,,,,,
48,04/26/19 09:54:39 AM,24.31,,,,,,
49,04/26/19 09:54:40 AM,24.98,,,,,,
50,04/26/19 09:54:41 AM,25.32,,Logged,,,,
51,04/26/19 09:54:42 AM,22.97,,,,,,
52,04/26/19 09:54:43 AM,24.31,,,,,,
53,04/26/19 09:54:44 AM,24.98,,,,,,
54,04/26/19 09:54:45 AM,23.98,,,Logged,,,
55,04/26/19 09:54:46 AM,25.65,,,,,,
56,04/26/19 09:54:47 AM,23.30,,,,,,
57,04/26/19 09:54:48 AM,24.65,,,,,,
58,04/26/19 09:54:49 AM,24.65,,Logged,,,,
59,04/26/19 09:54:50 AM,24.98,,,,,,
60,04/26/19 09:54:51 AM,24.65,,,,,,
61,04/26/19 09:54:52 AM,25.32,,,,,,
62,04/26/19 09:54:53 AM,24.31,,,,,,
63,04/26/19 09:54:54 AM,23.98,,,,,,
64,04/26/19 09:54:55 AM,24.31,,,,,,
65,04/26/19 09:54:56 AM,24.31,,,,,,
66,04/26/19 09:54:57 AM,23.98,,,,,,
67,04/26/19 09:54:58 AM,24.31,,,,,,
68,04/26/19 09:54:59 AM,24.31,,,,,,
69,04/26/19 09:55:00 AM,24.31,,,,,,
70,04/26/19 09:55:01 AM,24.31,,,,,,
71,04/26/19 09:55:02 AM,24.31,,,,,,
72,04/26/19 09:55:03 AM,24.31,,,,,,
73,04/26/19 09:55:04 AM,24.31,,,,,,
74,04/26/19 09:55:05 AM,24.31,,,,,,
75,04/26/19 09:55:06 AM,23.98,,,,,,
76,04/26/19 09:55:07 AM,24.31,,,,,,
77,04/26/19 09:55:08 AM,23.64,,,,,,
78,04/26/19 09:55:09 AM,24.31,,,,,,
79,04/26/19 09:55:10 AM,24.31,,,,,,
80,04/26/19 09:55:11 AM,24.31,,,,,,
81,04/26/19 09:55:12 AM,24.31,,,,,,
82,04/26/19 09:55:13 AM,24.31,,,,,,
83,04/26/19 09:55:14 AM,24.31,,,,,,
84,04/26/19 09:55:15 AM,24.31,,,,,,
85,04/26/19 09:55:16 AM,24.31,,,,,,
86,04/26/19 09:55:17 AM,23.98,,,,,,
87,04/26/19 09:55:18 AM,24.31,,,,,,
88,04/26/19 09:55:19 AM,24.31,,,,,,
89,04/26/19 09:55:20 AM,24.65,,,,,,
90,04/26/19 09:55:21 AM,24.65,,,,,,
91,04/26/19 09:55:22 AM,24.31,,,,,,
92,04/26/19 09:55:23 AM,24.31,,,,,,
93,04/26/19 09:55:24 AM,24.31,,,,,,
94,04/26/19 09:55:25 AM,24.31,,,,,,
95,04/26/19 09:55:26 AM,24.31,,,,,,
96,04/26/19 09:55:27 AM,24.31,,,,,,
97,04/26/19 09:55:28 AM,24.65,,,,,,
98,04/26/19 09:55:29 AM,24.31,,,,,,
99,04/26/19 09:55:30 AM,24.65,,,,,,
100,04/26/19 09:55:31 AM,24.31,,,,,,
101,04/26/19 09:55:32 AM,24.31,,,,,,
102,04/26/19 09:55:33 AM,24.65,,,,,,
103,04/26/19 09:55:34 AM,24.31,,,,,,
104,04/26/19 09:55:35 AM,24.31,,,,,,
105,04/26/19 09:55:36 AM,24.31,,,,,,
106,04/26/19 09:55:37 AM,24.31,,,,,,
107,04/26/19 09:55:38 AM,24.31,,,,,,
108,04/26/19 09:55:39 AM,24.65,,,,,,
109,04/26/19 09:55:40 AM,24.31,,,,,,
110,04/26/19 09:55:41 AM,24.31,,,,,,
111,04/26/19 09:55:42 AM,24.65,,,,,,
112,04/26/19 09:55:43 AM,24.65,,,,,,
113,04/26/19 09:55:44 AM,24.65,,,,,,
114,04/26/19 09:55:45 AM,24.65,,,,,,
115,04/26/19 09:55:46 AM,24.65,,,,,,
116,04/26/19 09:55:47 AM,24.31,,,,,,
117,04/26/19 09:55:48 AM,24.65,,,,,,
118,04/26/19 09:55:49 AM,24.65,,,,,,
119,04/26/19 09:55:50 AM,24.31,,,,,,
120,04/26/19 09:55:51 AM,24.65,,,,,,
121,04/26/19 09:55:52 AM,24.31,,,,,,
122,04/26/19 09:55:53 AM,24.31,,,,,,
123,04/26/19 09:55:54 AM,24.31,,,,,,
124,04/26/19 09:55:55 AM,24.31,,,,,,
125,04/26/19 09:55:56 AM,24.31,,,,,,
126,04/26/19 09:55:57 AM,24.65,,,,,,
127,04/26/19 09:55:58 AM,24.31,,,,,,
128,04/26/19 09:55:59 AM,24.31,,,,,,
129,04/26/19 09:56:00 AM,24.65,,,,,,
130,04/26/19 09:56:01 AM,24.31,,,,,,
131,04/26/19 09:56:02 AM,24.65,,,,,,
132,04/26/19 09:56:03 AM,24.65,,,,,,
133,04/26/19 09:56:04 AM,24.65,,,,,,
134,04/26/19 09:56:05 AM,24.31,,,,,,
135,04/26/19 09:56:06 AM,24.31,,,,,,
136,04/26/19 09:56:07 AM,24.65,,,,,,
137,04/26/19 09:56:08 AM,24.98,,,,,,
138,04/26/19 09:56:09 AM,24.65,,,,,,
139,04/26/19 09:56:10 AM,23.30,,,,,,
140,04/26/19 09:56:11 AM,24.65,,,,,,
141,04/26/19 09:56:12 AM,25.99,,,Logged,,,
142,04/26/19 09:56:13 AM,24.65,,,,,,
143,04/26/19 09:56:14 AM,24.65,,,,,,
144,04/26/19 09:56:15 AM,24.98,,,,,,
145,04/26/19 09:56:16 AM,24.98,,,,,,
146,04/26/19 09:56:17 AM,25.99,,,,,,
147,04/26/19 09:56:18 AM,23.98,,,,,,
148,04/26/19 09:56:19 AM,23.98,,,,,,
149,04/26/19 09:56:20 AM,20.27,,,,,,
150,04/26/19 09:56:21 AM,23.64,,,,,,
151,04/26/19 09:56:22 AM,25.99,,,,,,
152,04/26/19 09:56:23 AM,23.98,,Logged,,,,
153,04/26/19 09:56:24 AM,24.98,,,,,,
154,04/26/19 09:56:25 AM,24.98,,,,,,
