"Plot Title: 50CM-190508"
"#","Date Time, GMT-05:00","K-Type, °C (LGR S/N: 1283023, SEN S/N: 1283023)","Started (LGR S/N: 1283023)","Host Connected (LGR S/N: 1283023)","Stopped (LGR S/N: 1283023)","End Of File (LGR S/N: 1283023)"
1,05/08/19 10:21:53 AM,19.26,Logged,,,
2,05/08/19 10:21:54 AM,19.60,,,,
3,05/08/19 10:21:55 AM,19.26,,,,
4,05/08/19 10:21:56 AM,19.26,,,,
5,05/08/19 10:21:57 AM,19.26,,,,
6,05/08/19 10:21:58 AM,19.26,,,,
7,05/08/19 10:21:59 AM,19.26,,,,
8,05/08/19 10:22:00 AM,19.26,,,,
9,05/08/19 10:22:01 AM,19.26,,,,
10,05/08/19 10:22:02 AM,19.26,,,,
11,05/08/19 10:22:03 AM,19.26,,,,
12,05/08/19 10:22:04 AM,19.26,,,,
13,05/08/19 10:22:05 AM,19.26,,,,
14,05/08/19 10:22:06 AM,19.26,,,,
15,05/08/19 10:22:07 AM,19.26,,,,
16,05/08/19 10:22:08 AM,19.26,,,,
17,05/08/19 10:22:09 AM,19.26,,,,
18,05/08/19 10:22:10 AM,19.26,,,,
19,05/08/19 10:22:11 AM,19.26,,,,
20,05/08/19 10:22:12 AM,19.26,,,,
21,05/08/19 10:22:13 AM,19.26,,,,
22,05/08/19 10:22:14 AM,19.26,,,,
23,05/08/19 10:22:15 AM,19.26,,,,
24,05/08/19 10:22:16 AM,19.26,,,,
25,05/08/19 10:22:17 AM,19.26,,,,
26,05/08/19 10:22:18 AM,18.92,,,,
27,05/08/19 10:22:19 AM,19.26,,,,
28,05/08/19 10:22:20 AM,19.26,,,,
29,05/08/19 10:22:21 AM,19.26,,,,
30,05/08/19 10:22:22 AM,19.26,,,,
31,05/08/19 10:22:23 AM,19.26,,,,
32,05/08/19 10:22:24 AM,19.26,,,,
33,05/08/19 10:22:25 AM,19.26,,,,
34,05/08/19 10:22:26 AM,19.26,,,,
35,05/08/19 10:22:27 AM,18.92,,,,
36,05/08/19 10:22:28 AM,19.26,,,,
37,05/08/19 10:22:29 AM,19.26,,,,
38,05/08/19 10:22:30 AM,19.26,,,,
39,05/08/19 10:22:31 AM,19.26,,,,
40,05/08/19 10:22:32 AM,18.92,,,,
41,05/08/19 10:22:33 AM,19.26,,,,
42,05/08/19 10:22:34 AM,19.26,,,,
43,05/08/19 10:22:35 AM,18.92,,,,
44,05/08/19 10:22:36 AM,18.92,,,,
45,05/08/19 10:22:37 AM,18.92,,,,
46,05/08/19 10:22:38 AM,18.92,,,,
47,05/08/19 10:22:39 AM,18.92,,,,
48,05/08/19 10:22:40 AM,18.92,,,,
49,05/08/19 10:22:41 AM,18.92,,,,
50,05/08/19 10:22:42 AM,18.92,,,,
51,05/08/19 10:22:43 AM,18.92,,,,
52,05/08/19 10:22:44 AM,18.92,,,,
53,05/08/19 10:22:45 AM,18.92,,,,
54,05/08/19 10:22:46 AM,18.92,,,,
55,05/08/19 10:22:47 AM,18.92,,,,
56,05/08/19 10:22:48 AM,18.92,,,,
57,05/08/19 10:22:49 AM,18.92,,,,
58,05/08/19 10:22:50 AM,18.92,,,,
59,05/08/19 10:22:51 AM,18.92,,,,
60,05/08/19 10:22:52 AM,18.92,,,,
61,05/08/19 10:22:53 AM,18.92,,,,
62,05/08/19 10:22:54 AM,18.92,,,,
63,05/08/19 10:22:55 AM,18.92,,,,
