2019-03-29 11:47:50,801	a	0.0580389500	2209030.0000000000
2019-03-29 11:47:51,784	a	1.0410828590	2209240.0000000000
2019-03-29 11:47:52,780	a	2.0370988846	2209160.0000000000
2019-03-29 11:47:53,783	a	3.0400769711	2209160.0000000000
2019-03-29 11:47:54,780	a	4.0370948315	2209170.0000000000
2019-03-29 11:47:55,782	a	5.0391709805	2209220.0000000000
2019-03-29 11:47:56,812	a	6.0692059994	2209090.0000000000
2019-03-29 11:47:57,795	a	7.0523169041	2208880.0000000000
2019-03-29 11:47:58,785	a	8.0423848629	2208730.0000000000
2019-03-29 11:47:59,780	a	9.0375928879	2208600.0000000000
2019-03-29 11:48:00,783	a	10.0406208038	2208430.0000000000
2019-03-29 11:48:01,779	a	11.0366818905	2208510.0000000000
2019-03-29 11:48:02,788	a	12.0457758904	2208370.0000000000
2019-03-29 11:48:03,779	a	13.0367038250	2207980.0000000000
2019-03-29 11:48:04,781	a	14.0379068851	2207880.0000000000
2019-03-29 11:48:05,786	a	15.0429058075	2208390.0000000000
2019-03-29 11:48:06,780	a	16.0368700027	2209130.0000000000
