2019-04-30 18:17:07,542	Starting receiving
2019-04-30 18:17:07,542	Print Interval = 1, Flow interval = 1 * 6 = 6 s, running average n = 4 (24 s)
2019-04-30 18:17:07,583	2058100.0000000000	0.0013221203	0.0013221203	0.0006610601
2019-04-30 18:17:08,583	2057900.0000000000	-199.9896054902	0.0013219918	0.0008813707
2019-04-30 18:17:09,580	2057600.0000000000	-300.8526409490	0.0013217991	0.0009914778
2019-04-30 18:17:10,582	2058199.9999999998	598.7576037820	0.0013221845	0.0013220239
2019-04-30 18:17:11,593	2057800.0000000002	-395.6595687675	0.0013219276	0.0013219757
2019-04-30 18:17:12,580	2057800.0000000002	0.0000000000	-60.0319975695	-15.0070079146
2019-04-30 18:17:13,585	2057800.0000000002	0.0000000000	-19.9906326319	-20.0049965223
2019-04-30 18:17:14,579	2057199.9999999998	-603.5858517302	-80.0122241577	-40.0083831079
2019-04-30 18:17:15,584	2056600.0000000000	-596.9793100599	-319.8579122395	-119.9731916496
2019-04-30 18:17:16,580	2057100.0000000000	502.4433941628	-140.3821773363	-140.0607365913
2019-04-30 18:17:17,609	2057800.0000000002	680.2865810584	0.0000000000	-135.0630784334
2019-04-30 18:17:18,592	2058000.0000000000	203.4267206413	39.9489521017	-105.0727843685
2019-04-30 18:17:19,582	2057900.0000000000	-101.0139923380	139.9358557043	9.8756576174
2019-04-30 18:17:20,586	2057900.0000000000	0.0000000000	259.9330940799	109.9544754715
2019-04-30 18:17:21,580	2058000.0000000000	100.5993791784	179.9930908948	154.9527481952
2019-04-30 18:17:22,606	2057600.0000000000	-389.8509467305	-40.0220362880	134.9600010978
2019-04-30 18:17:23,589	2056500.0000000000	-1118.9951262459	-300.1730915640	24.9327642807
2019-04-30 18:17:24,583	2056500.0000000000	0.0000000000	-279.9324846979	-110.0336304138
2019-04-30 18:17:25,581	2056699.9999999998	200.3851185894	-240.2292264486	-215.0892097496
2019-04-30 18:17:26,582	2056199.9999999998	-499.4665122092	-359.8376987080	-295.0431253546
2019-04-30 18:17:27,587	2057300.0000000002	1094.4566163170	-60.2253995494	-235.0562023510
2019-04-30 18:17:28,617	2054800.0000000002	-2427.2530787537	-338.0909322730	-249.5958142448
2019-04-30 18:17:29,600	2056500.0000000000	1729.3451990730	0.0000000000	-189.5385076326
2019-04-30 18:17:30,583	2057000.0000000000	508.5828349122	59.9729040496	-84.5858569432
2019-04-30 18:17:31,583	2057199.9999999998	199.9782109157	199.9480191898	-19.5425022584
2019-04-30 18:17:32,579	2058000.0000000000	803.2145403086	140.2178199834	100.0346858057
2019-04-30 18:17:33,582	2058000.0000000000	0.0000000000	644.4596633781	261.1496016502
2019-04-30 18:17:34,594	2057900.0000000000	-98.9050257514	280.3678475058	316.2483375143
2019-04-30 18:17:35,581	2057600.0000000000	-303.9491686571	120.0642815472	296.2774031036
2019-04-30 18:17:36,586	2057600.0000000000	0.0000000000	79.9634070961	281.2137998818
2019-04-30 18:17:37,580	2057300.0000000002	-301.8054486540	-139.9913755008	85.1010401621
2019-04-30 18:17:38,585	2057800.0000000002	497.4618711371	-39.9818312238	5.0136204797
2019-04-30 18:17:39,580	2058100.0000000000	301.4687811235	40.1096672210	-14.9750331019
2019-04-30 18:17:40,609	2058000.0000000000	-97.1701983875	79.5474695321	-15.0790174929
2019-04-30 18:17:41,592	2057900.0000000000	-101.7223641533	59.9228431447	34.8995371685
2019-04-30 18:17:42,581	2057900.0000000000	0.0000000000	119.9650656387	74.8862613841
2019-04-30 18:17:43,586	2057900.0000000000	0.0000000000	19.9940937323	69.8573680120
2019-04-30 18:17:44,580	2058100.0000000000	201.1799398710	0.0000000000	49.9705006289
2019-04-30 18:17:45,606	2057900.0000000000	-194.9355746046	-20.0106381705	29.9871303001
2019-04-30 18:17:46,585	2057699.9999999998	-204.2729598051	-40.0532228070	-10.0174418113
2019-04-30 18:17:47,583	2057600.0000000000	-100.1978968087	-59.9718721707	-30.0089332870
2019-04-30 18:17:48,580	2057600.0000000000	0.0000000000	-60.0804853991	-45.0290546368
2019-04-30 18:17:49,582	2057600.0000000000	0.0000000000	-99.9760875676	-65.0204169861
2019-04-30 18:17:50,580	2058100.0000000000	500.9577704337	40.2147141340	-44.9534327508
2019-04-30 18:17:51,618	2057600.0000000000	-481.7048128401	-19.8720162451	-34.9284687694
2019-04-30 18:17:52,601	2057300.0000000002	-305.1696088425	-59.7938672437	-34.8568142306
2019-04-30 18:17:53,583	2057300.0000000002	0.0000000000	-59.9624382709	-24.8534019064
2019-04-30 18:17:54,584	2057300.0000000002	0.0000000000	-59.9738730762	-49.9005487090
2019-04-30 18:17:55,580	2057199.9999999998	-100.3955691284	-179.9946014117	-89.9311950006
2019-04-30 18:17:56,583	2057199.9999999998	0.0000000000	-80.5595505895	-95.1226158371
2019-04-30 18:17:57,598	2056900.0000000000	-295.5662636337	-80.0446339584	-100.1431647589
2019-04-30 18:17:58,581	2059400.0000000000	2543.0301166556	420.1414994912	19.8856783829
2019-04-30 18:17:59,586	2064699.9999999998	5273.2071595720	1479.3130192997	434.7125835608
2019-04-30 18:18:00,580	2060100.0000000000	-4627.3195059118	579.9584628291	599.8420869154
2019-04-30 18:18:01,585	2058600.0000000000	-1492.5300619458	279.8733921590	689.8215934447
2019-04-30 18:18:02,580	2056100.0000000000	-2512.2067387906	-160.5651222342	544.6449380134
2019-04-30 18:18:03,609	2056100.0000000000	0.0000000000	-656.2902728171	10.7441149842
2019-04-30 18:18:04,591	2055400.0000000000	-712.7713453573	-1858.0438351709	-598.7564595158
