2019-04-25 15:12:48,591	Starting receiving
2019-04-25 15:12:48,591	Print Interval = 1, Flow interval = 1 * 6 = 6 s, running average n = 4 (24 s)
2019-04-25 15:12:48,658	1675100.0000000000	0.0010763880	0.0010763880	0.0005381940
2019-04-25 15:12:49,641	1675000.0000000000	-101.7058131304	0.0010763238	0.0007175706
2019-04-25 15:12:50,631	1675100.0000000000	100.9968441376	0.0010763880	0.0008072750
2019-04-25 15:12:51,628	1675100.0000000000	0.0000000000	0.0010763880	0.0010763720
2019-04-25 15:12:52,630	1674900.0000000000	-199.7401280692	0.0010762595	0.0010763398
2019-04-25 15:12:53,653	1675000.0000000000	97.7492273150	-20.0217674397	-5.0046346010
2019-04-25 15:12:54,636	1673700.0000000000	-1322.4997853477	-260.2955387627	-70.0787883887
2019-04-25 15:12:55,634	1674600.0000000000	901.7646991373	-99.9552974351	-95.0678818445
2019-04-25 15:12:56,629	1674200.0000000000	-401.9591452614	-179.9826123823	-140.0638040050
2019-04-25 15:12:57,632	1674700.0000000000	498.4423912948	-39.9815530058	-145.0537503965
2019-04-25 15:12:58,629	1674600.0000000000	-100.2794902900	-80.3778751117	-100.0743344837
2019-04-25 15:12:59,667	1676000.0000000000	1348.6331483488	457.1115131089	39.1923681523
2019-04-25 15:13:00,650	1675600.0000000000	-406.8732735937	199.3358519562	134.0219842369
2019-04-25 15:13:01,633	1674700.0000000000	-915.4166910180	99.9062511865	168.9939352850
2019-04-25 15:13:02,634	1674000.0000000000	-699.9088882797	-139.9524983462	154.1002794764
2019-04-25 15:13:03,629	1675300.0000000000	1306.4354569857	140.0123712027	74.8254939998
2019-04-25 15:13:04,633	1675400.0000000000	99.5980273706	-120.8336050180	-5.2168702437
2019-04-25 15:13:05,644	1675100.0000000000	-296.7153571256	-100.1307908417	-55.2261307508
2019-04-25 15:13:06,631	1675400.0000000000	303.8851589594	140.0693282904	14.7793259083
2019-04-25 15:13:07,629	1675800.0000000000	400.7374027430	360.3203302497	69.8563156701
2019-04-25 15:13:08,629	1675800.0000000000	0.0000000000	99.9890625520	125.0619825626
2019-04-25 15:13:09,634	1675500.0000000000	-298.4757066639	19.9935304595	155.0930628879
2019-04-25 15:13:10,628	1675300.0000000000	-201.1821593042	40.1230024314	130.1064814231
2019-04-25 15:13:11,658	1673900.0000000000	-1359.1663939241	-298.3590304542	-34.5633587528
2019-04-25 15:13:12,642	1673500.0000000000	-406.8534412830	-458.8533217960	-174.2739548398
2019-04-25 15:13:13,632	1674700.0000000000	1212.0502701437	-219.8906288552	-234.2449946685
2019-04-25 15:13:14,629	1675000.0000000000	300.8894030617	-100.1116424075	-269.3036558782
2019-04-25 15:13:15,630	1674800.0000000000	-199.7834645200	-99.9723272629	-219.7069800804
2019-04-25 15:13:16,653	1674400.0000000000	-390.9467981783	100.1101609318	-79.9661093985
2019-04-25 15:13:17,635	1674300.0000000000	-101.8215857769	160.2097778559	15.0589922793
2019-04-25 15:13:18,633	1674700.0000000000	400.7341483106	0.0000000000	40.0869028812
2019-04-25 15:13:19,628	1674100.0000000000	-602.9157502839	-180.0114162056	20.0771306455
2019-04-25 15:13:20,632	1675200.0000000000	1095.4690463505	79.9562617190	15.0386558423
2019-04-25 15:13:21,630	1675000.0000000000	-200.5698180083	120.5609212019	5.1264416788
2019-04-25 15:13:22,668	1674900.0000000000	-96.3472918817	119.2241159015	34.9324706542
2019-04-25 15:13:23,651	1674500.0000000000	-406.8112177289	-39.8594718090	69.9704567533
2019-04-25 15:13:24,633	1674500.0000000000	0.0000000000	79.9269161918	69.9631203715
2019-04-25 15:13:25,634	1674900.0000000000	399.5632177940	-59.9816578688	24.8274756039
2019-04-25 15:13:26,629	1674600.0000000000	-301.4657475926	-80.0078743101	-24.9805219490
2019-04-25 15:13:27,633	1674800.0000000000	199.1853179623	-20.1382041337	-20.0502050302
2019-04-25 15:13:28,644	1674700.0000000000	-98.9009211456	40.0517311689	-30.0190012859
2019-04-25 15:13:29,632	1674300.0000000000	-405.2048725397	-40.0112908754	-25.0264095376
2019-04-25 15:13:30,629	1674000.0000000000	-300.8547270124	-180.1926297458	-50.0725983965
2019-04-25 15:13:31,630	1673400.0000000000	-599.3262712076	-239.9692307824	-105.0303550587
2019-04-25 15:13:32,635	1673500.0000000000	99.5090389129	-259.9228096362	-180.0239902600
2019-04-25 15:13:33,629	1673300.0000000000	-201.1568317266	-280.8638784224	-240.2371371467
2019-04-25 15:13:34,659	1672200.0000000000	-1067.9228792155	-417.7023851233	-299.6145759911
2019-04-25 15:13:35,642	1672800.0000000000	610.2757221036	-239.3534501268	-299.4606308272
2019-04-25 15:13:36,632	1674000.0000000000	1211.9977345318	119.9404401901	-204.4948183706
2019-04-25 15:13:37,628	1674100.0000000000	100.3938389363	120.1531684306	-104.2405566574
2019-04-25 15:13:38,630	1674600.0000000000	498.9347551507	259.9213971376	65.1653889079
2019-04-25 15:13:39,629	1702400.0000000000	27852.1143420592	6076.9429328206	1644.2394846447
2019-04-25 15:13:40,636	1703500.0000000000	1092.2785617457	6147.9788943084	3151.2490981743
2019-04-25 15:13:41,634	1680000.0000000000	-23544.8296092175	1199.6386472066	3421.1204678683
2019-04-25 15:13:42,629	1675200.0000000000	-4823.2243152309	219.9729904914	3411.1333662067
2019-04-25 15:13:43,632	1673700.0000000000	-1495.4789464376	-179.9459429054	1846.9111472752
2019-04-25 15:13:44,629	1673500.0000000000	-200.5808964130	-5779.4485532496	-1134.9457146143
